Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
HOMB,"Home Bancshares Inc",27.89,1.07,+3.99%,27.08,28.2,26.9,1155000,2024-08-23
HONE,"Harborone Bancorp Inc",13.13,0.64,+5.12%,12.56,13.42,12.53,165100,2024-08-23
HOPE,"Hope Bancorp Inc",12.84,0.62,+5.07%,12.32,13.08,12.31,694900,2024-08-23
HOUS,"Anywhere Real Estate Inc",5.12,0.33,+6.89%,4.85,5.17,4.84,801600,2024-08-23
HOV,"Hovnanian Enterprises Inc",228.44,-9.86,-4.14%,234.18,238,225.52,163700,2024-08-23
HOWL,"Werewolf Therapeutics Inc",2.39,0.19,+8.64%,2.22,2.4,2.18,160800,2024-08-23
HP,"Helmerich & Payne",33.45,1.05,+3.24%,32.59,33.95,32.59,1249200,2024-08-23
HPK,"Highpeak Energy Inc",15.47,0.35,+2.31%,15.36,15.7,15.25,116200,2024-08-23
HPP,"Hudson Pacific Properties",5.55,0.42,+8.19%,5.16,5.63,5.1249,3158800,2024-08-23
HQI,"Hirequest Inc",13.31,0.36,+2.78%,12.9,13.65,12.9,28400,2024-08-23
HQY,Healthequity,76.62,1.47,+1.96%,75.64,77.07,75.14,378700,2024-08-23
HRI,"Herc Holdings Inc",146.38,8.905,+6.48%,138.11,147.105,138.11,202500,2024-08-23
HRMY,"Harmony Biosciences Holdings Inc",36.36,0.35,+0.97%,36.38,37.14,36.19,225200,2024-08-23
HROW,"Harrow Inc",42.7,1.38,+3.34%,41.51,43.24,41.4,671200,2024-08-23
HRTG,"Heritage Insurance Holdings",14.89,0,0.00%,14.85,15.2,14.59,429400,2024-08-23
HRTX,"Heron Therapeutics",1.95,0.08,+4.28%,1.9,1.97,1.87,1026600,2024-08-23
HSHP,"Himalaya Shipping Ltd",7.55,0.09,+1.21%,7.41,7.57,7.35,116500,2024-08-23
HSII,"Heidrick & Struggl",37.32,0.05,+0.13%,36.38,37.89,36.16,207300,2024-08-23
HSTM,"Healthstream Inc",28.79,0.58,+2.06%,28.23,28.94,28.23,110100,2024-08-23
HTBI,"Hometrust Bancshares",35.69,1.93,+5.72%,34.09,36,33.7,49300,2024-08-23
HTBK,"Heritage Commerce",10.04,0.37,+3.83%,9.69,10.19,9.69,816000,2024-08-23
HTH,"Hilltop Holdings Inc",33.03,1.69,+5.39%,31.58,33.21,31.54,380800,2024-08-23
HTLD,"Heartland Express",12.38,0.19,+1.56%,12.2,12.52,12.18,305800,2024-08-23
HTLF,"Heartland Finl USA",55.89,3.22,+6.11%,53.15,56.08,53.15,264000,2024-08-23
HTZ,"Hertz Global Holdings Inc",3.29,0.17,+5.45%,3.15,3.37,3.13,6292600,2024-08-23
HUBG,"Hub Group Inc A",43.69,0.66,+1.53%,43.36,44.06,43.14,318800,2024-08-23
HUMA,"Humacyte Inc",7.03,0.63,+9.84%,6.44,7.03,6.33,2084400,2024-08-23
HURN,"Huron Consulting",107.64,2.35,+2.23%,106,108.53,105.53,84800,2024-08-23
HUT,"Hut 8 Corp",12.57,1.12,+9.78%,11.56,12.75,11.4,4644400,2024-08-23
HVT,"Haverty Furniture Companies",28.13,1.69,+6.39%,26.79,28.351,26.575,314900,2024-08-23
HWC,"Hancock Whitney Corp",52.46,2.03,+4.03%,50.4,53.18,50.31,1026800,2024-08-23
HWKN,"Hawkins Inc",125.18,3.96,+3.27%,121.69,125.21,121.69,97200,2024-08-23
HY,"Hyster-Yale Inc",61.62,2,+3.35%,60.02,62.66,58.7931,70500,2024-08-23
HYLN,"Hyliion Hldg Corp Cl A",2.03,0.08,+4.10%,1.99,2.075,1.95,745400,2024-08-23
HZO,"Marinemax Inc",32.1,2.08,+6.93%,30.3,32.29,30.2329,215200,2024-08-23
IART,"Integra Lifesciences",21.07,0.7,+3.44%,20.55,21.21,20.28,683800,2024-08-23
IAS,"Integral Ad Science Holding Corp",11.68,0.41,+3.64%,11.46,11.72,11.35,632400,2024-08-23
IAUX,"I-80 Gold Corp",1.07,0.04,+3.88%,1.05,1.08,1.02,3223900,2024-08-23
IBCP,"Independent Bank Corp",34.32,1.82,+5.60%,32.76,34.61,32.76,157900,2024-08-23
IBEX,"Ibex Ltd",17.16,0.42,+2.51%,16.8,17.49,16.8,55600,2024-08-23
IBOC,"Intl Bancshares",62.45,2.16,+3.58%,60.79,62.84,60.32,591700,2024-08-23
IBP,"Installed Building Products",232.29,14.57,+6.69%,220.3,233.09,219.2,265100,2024-08-23
IBRX,"Immunitybio Inc",4.25,0.09,+2.16%,4.26,4.36,4.18,1934700,2024-08-23
IBTA,"Ibotta Inc Cl A",57.78,7.84,+15.70%,53,58.26,52.5,315600,2024-08-23
IBTX,"Independent Bank Group",57.82,3.18,+5.82%,55.15,58.61,55.15,157600,2024-08-23
ICFI,"Icf International",163.09,3.5,+2.19%,160.37,163.1,159.69,87100,2024-08-23
ICHR,"Ichor Holdings Ltd",31.07,0.51,+1.67%,30.91,31.79,30.79,164200,2024-08-23
ICUI,"I C U Medical Inc",163.55,4.72,+2.97%,159.55,164.48,159.32,201500,2024-08-23
IDCC,"Interdigital Inc",135.08,0.77,+0.57%,134.98,135.9,133.83,256900,2024-08-23
IDT,"IDT Corp",38.05,0.82,+2.20%,37.16,38.285,36.9153,133500,2024-08-23
IDYA,"Ideaya Biosciences Inc",39.49,1.16,+3.03%,38.81,39.71,38.26,398100,2024-08-23
IE,"Ivanhoe Electric Inc",7.08,0.1,+1.43%,6.96,7.32,6.94,566400,2024-08-23
IESC,"Ies Holdings",192.43,17.86,+10.23%,177.2,192.51,176.67,242800,2024-08-23
IGMS,"Igm Biosciences Inc",10.45,-0.36,-3.33%,10.86,11.58,10.22,153400,2024-08-23
IGT,"International Game Technology",22.17,0.4,+1.84%,21.99,22.37,21.87,591700,2024-08-23
IHRT,"Iheartmedia Inc",1.69,0.19,+12.67%,1.5,1.72,1.5,604600,2024-08-23
III,"Information Svcs Group",3.4,0.1,+3.03%,3.33,3.47,3.33,97000,2024-08-23
IIIN,"Insteel Industries",33.92,1.33,+4.08%,32.88,34.145,32.78,80700,2024-08-23
IIIV,"I3 Verticals Inc Cl A",21.83,0.51,+2.39%,21.47,21.92,21.23,113200,2024-08-23
IIPR,"Innovative Industrial Properties",124.46,3.57,+2.95%,121.62,125.09,121.06,202200,2024-08-23
ILPT,"Industrial Logistics Properties Trust",5.05,0.26,+5.43%,4.84,5.09,4.76,483500,2024-08-23
IMAX,"Imax Corp",21.38,0.19,+0.90%,21.16,21.62,21.09,489000,2024-08-23
IMKTA,"Ingles Markets Inc",71.94,1.49,+2.11%,70.3,72.66,70.24,70900,2024-08-23
IMMR,"Immersion Corp",9.52,0.16,+1.71%,9.38,9.56,9.05,1415500,2024-08-23
IMNM,"Immunome Inc",15.45,0.87,+5.97%,14.79,15.59,14.5,298200,2024-08-23
IMVT,"Immunovant Inc",32.42,1.02,+3.25%,31.67,32.53,31.3,504700,2024-08-23
IMXI,"International Money Express Inc",17.7,0.61,+3.57%,17.24,17.72,17.09,259100,2024-08-23
INBK,"First Internet Bcp",36.2,2.47,+7.32%,33.97,36.5,33.95,28900,2024-08-23
INBX,"Inhibrx Biosciences Inc",13.34,0.35,+2.69%,13.92,14.35,12.93,281800,2024-08-23
INDB,"Independent Bk Corp",62.99,3.82,+6.46%,59.71,64.07,59.37,262600,2024-08-23
INDI,"Indie Semiconductor Cl A",4.09,0.01,+0.25%,4.08,4.28,4.07,2927000,2024-08-23
INFN,"Infinera Corp",6.07,0.06,+1.00%,6.05,6.12,6.01,2939200,2024-08-23
INFU,"Infusystems Holdings",6.62,0.47,+7.64%,6.21,6.66,6.21,62000,2024-08-23
INGN,"Inogen Inc",12.51,0.29,+2.37%,12.23,12.86,12.19,256300,2024-08-23
INMB,"Inmune Bio Inc",6.95,0.5,+7.75%,6.47,6.99,6.42,183900,2024-08-23
INMD,"Inmode Ltd",16.25,0.76,+4.91%,15.59,16.3,15.58,1133900,2024-08-23
INN,"Summit Hotel Properties",6.89,0.17,+2.53%,6.79,6.94,6.76,723700,2024-08-23
INNV,"Innovage Holding Corp",6.33,0.26,+4.28%,6.13,6.36,6.04,64900,2024-08-23
INO,"Inovio Pharma",7.51,0.12,+1.62%,7.46,7.76,7.42,243800,2024-08-23
INOD,"Innodata Inc",19.14,1.3,+7.29%,17.9,19.16,17.8,354800,2024-08-23
INSE,"Inspired Entertainment Inc",8.99,0.37,+4.29%,8.69,9.08,8.61,56400,2024-08-23
INSM,"Insmed Inc",78.84,-0.17,-0.22%,79.09,80.3,76.74,4967300,2024-08-23
INST,"Instructure Holdings Inc",23.41,0,0.00%,23.39,23.43,23.39,242400,2024-08-23
INSW,"International Seaways Inc",50.88,0.91,+1.82%,50.14,51.37,50.14,546700,2024-08-23
INTA,"Intapp Inc",43.75,0.56,+1.30%,43.61,44.43,43.35,1213900,2024-08-23
INVA,"Innoviva Inc",18.86,0.22,+1.18%,18.69,19,18.58,375800,2024-08-23
INZY,"Inozyme Pharma Inc",5.4,0.29,+5.68%,5.13,5.63,5.09,636100,2024-08-23
IONQ,"Ionq Inc",7.38,0.07,+0.96%,7.37,7.6799,7.345,4239900,2024-08-23
IOSP,"Innospec Inc",113.69,2.23,+2.00%,112.4,114.9,111.73,150500,2024-08-23
IOVA,"Iovance Biotherapeutics Inc",11.87,0.25,+2.15%,11.7,12.5,11.69,8989900,2024-08-23
IPAR,"Inter Parfums Inc",125.66,3.12,+2.55%,123.07,126.05,122.31,159300,2024-08-23
IPI,"Intrepid Potash Inc",23.04,0.66,+2.95%,22.63,23.55,22.41,43100,2024-08-23
IPSC,"Century Therapeutics Inc",1.79,0.04,+2.29%,1.77,1.87,1.75,337800,2024-08-23
IRBT,"Irobot Corp",7.97,0.45,+6.06%,7.55,8.24,7.55,1073200,2024-08-23
IRMD,"Iradimed Corp",45.84,1.13,+2.53%,45.24,45.87,44.71,37000,2024-08-23
IRON,"Disc Medicine Inc",49.41,0.66,+1.35%,49.3,50.17,48.45,178600,2024-08-23
IRT,"Independence Realty Trust Inc",20.11,0.36,+1.82%,19.84,20.26,19.74,1624900,2024-08-23
IRTC,"Irhythm Technologies Inc",70.01,0.17,+0.24%,70.84,72.11,69.55,322100,2024-08-23
IRWD,"Ironwood Pharmaceuti",4.98,0.29,+6.18%,4.72,5.06,4.63,1572700,2024-08-23
ISPR,"Ispire Technology Inc",7.5,0.26,+3.59%,7.37,7.59,7.37,38200,2024-08-23
ISTR,"Investar Holding",18.32,0.91,+5.23%,17.4,18.36,17.4,85900,2024-08-23
ITGR,"Integer Holdings Corp",126.68,3.06,+2.48%,124.27,126.77,123.43,167000,2024-08-23
ITI,"Iteris Inc",7.08,0.03,+0.43%,7.07,7.11,7.06,601900,2024-08-23
ITIC,"Investors Title Company",221.2,4.29,+1.98%,218.84,225.95,218.4,20500,2024-08-23
ITOS,"Iteos Therapeutics Inc",17.48,0.01,+0.06%,17.64,17.79,17.13,288900,2024-08-23
ITRI,"Itron Inc",101.96,1.77,+1.77%,100.52,102.91,100.5,315400,2024-08-23
IVR,"Invesco Mortgage Capital Inc",8.69,0.15,+1.76%,8.57,8.71,8.57,1362600,2024-08-23
IVT,"Inventrust Pptys Corp",28.68,0.45,+1.59%,28.23,28.9,28.23,316100,2024-08-23
IVVD,"Invivyd Inc",1.01,0.1319,+15.02%,0.9,1.01,0.88,359400,2024-08-23
JACK,"Jack IN The Box Inc",51.74,0.85,+1.67%,51.1,52.71,51.02,475500,2024-08-23
JAKK,"Jakks Pacific Inc",23.45,0.64,+2.81%,23.11,23.74,22.95,72800,2024-08-23
JAMF,"Jamf Holding Corp",18.5,0.61,+3.41%,18.09,18.69,17.99,496900,2024-08-23
JANX,"Janux Therapeutics Inc",45.92,1.72,+3.89%,44.8,46.44,43.98,355200,2024-08-23
JBGS,"Jbg Smith Properties",17.57,0.29,+1.68%,17.43,17.87,17.43,473400,2024-08-23
JBI,"Janus International Group Inc",11.26,0.34,+3.11%,11.01,11.28,10.92,1214800,2024-08-23
JBLU,"Jetblue Airways Corp",4.78,0.04,+0.84%,4.79,4.85,4.75,18878900,2024-08-23
JBSS,"John B Sanfilippo",93.9,0.91,+0.98%,93.03,95.62,93.03,88400,2024-08-23
JBT,"John Bean Technologies Corp",90.14,3.33,+3.84%,87.36,90.6,87.0408,217400,2024-08-23
JELD,"Jeld-Wen Holding Inc",14.75,1.01,+7.35%,13.94,14.78,13.89,656800,2024-08-23
JILL,"J. Jill Inc",34.1,0.8,+2.40%,33.56,34.75,33.4758,103700,2024-08-23
JJSF,"J J Snack Foods",167.99,-2.46,-1.44%,171.48,172.97,167.73,114300,2024-08-23
JMSB,"John Marshall Bk Fal",19.5,0.77,+4.11%,18.99,19.5,18.98,45600,2024-08-23
JOBY,"Joby Aviation Inc",5.11,0.13,+2.61%,5.05,5.17,5.01,4719600,2024-08-23
JOE,"St. Joe Company",60.29,1.56,+2.66%,59.21,60.75,59.21,200900,2024-08-23
JOUT,"Johnson Outdoors",36.92,1.27,+3.56%,35.93,37.33,35.93,31900,2024-08-23
JRVR,"James River Gp HD",7.46,0.11,+1.50%,7.37,7.61,7.35,216600,2024-08-23
JSPR,"Jasper Therapeutics Inc.",19.29,1.13,+6.22%,18.28,19.39,18.28,136500,2024-08-23
JXN,"Jackson Financial Inc Cl A",87.16,3.13,+3.72%,84.55,87.33,83.86,736300,2024-08-23
JYNT,"The Joint Corp",11.46,0.3,+2.69%,11.31,11.6,11.28,23800,2024-08-23
KAI,"Kadant Inc",320.25,10.09,+3.25%,313.53,323.75,313.53,46400,2024-08-23
KALU,"Kaiser Aluminum",74.3,3.48,+4.91%,71.59,74.42,71.02,87400,2024-08-23
KALV,"Kalvista Pharmaceuticals Inc",12.63,0.21,+1.69%,12.4,12.69,12.33,168900,2024-08-23
KAR,"Openlane Inc",17.62,0.45,+2.62%,17.3,17.7,17.26,622600,2024-08-23
KBH,"KB Home",85.83,4.05,+4.95%,82.68,85.95,82.17,1681500,2024-08-23
KE,"Kimball Electrnc",18.24,0.43,+2.41%,17.9,18.33,17.8,181900,2024-08-23
KELYA,"Kelly Svcs Cl A",20.78,0.24,+1.17%,20.64,21.14,20.55,159000,2024-08-23
KFRC,"Kforce Inc",65.91,1.75,+2.73%,64.67,66.33,64.5599,65900,2024-08-23
KFS,"Kingsway Financial Services",8.18,0.23,+2.89%,8.15,8.24,8.11,29800,2024-08-23
KFY,"Korn/Ferry International",72.15,2.1,+3.00%,70.29,72.545,70.18,241600,2024-08-23
KGS,"Kodiak Gas Services Inc",27.2,1.1,+4.21%,26.3,27.45,26.24,529300,2024-08-23
KIDS,"Orthopediatrics Corp",32.56,2.47,+8.21%,30.13,32.58,29.43,130900,2024-08-23
KIND,"Nextdoor Holdings Inc.",2.64,0.14,+5.60%,2.49,2.64,2.48,2355200,2024-08-23
KLG,"Wk Kellogg CO",17.73,0.71,+4.17%,17.16,17.73,17.1,653800,2024-08-23
KLIC,"Kulicke and Soffa",43.57,1.32,+3.12%,42.89,44.56,42.81,680300,2024-08-23
KLTR,"Kaltura Inc",1.28,0.09,+7.56%,1.2,1.29,1.19,128600,2024-08-23
KMT,"Kennametal Inc",25.86,0.7,+2.78%,25.21,26.005,25.07,525800,2024-08-23
KN,"Knowles Corp",18.42,0.62,+3.48%,17.97,18.51,17.94,349100,2024-08-23
KNF,"Knife River Holding CO",79.48,3.43,+4.51%,77.07,80.14,76.66,274500,2024-08-23
KNSA,"Kiniksa Pharmaceuticals International Plc",27.38,1.17,+4.46%,26.51,27.43,26.06,379600,2024-08-23
KNTK,"Kinetik Holdings Inc",43.3,0.84999999999999,+2.00%,42.82,43.56,42.82,343900,2024-08-23
KOD,"Kodiak Sciences Inc",2.87,0.19,+7.09%,2.73,2.88,2.7,162900,2024-08-23
KODK,"Eastman Kodak",5.13,0.21,+4.27%,4.99,5.195,4.99,408800,2024-08-23
KOP,"Koppers Holdings Inc",39.12,1.48,+3.93%,38.17,39.4,37.86,218500,2024-08-23
KOS,"Kosmos Energy Ltd",4.82,0.16,+3.43%,4.72,4.8888,4.7,4122100,2024-08-23
KREF,"KKR Real Estate Finance Trust Inc",11.58,0.41,+3.67%,11.21,11.615,11.16,512800,2024-08-23
KRG,"Kite Realty Group Trust",25.75,0.47,+1.86%,25.37,25.985,25.26,1572000,2024-08-23
KRNY,"Kearny Financial",6.88,0.51,+8.01%,6.39,7.06,6.39,429600,2024-08-23
KRO,"Kronos Worldwide Inc",11.77,0.43,+3.79%,11.51,11.82,11.47,231500,2024-08-23
KROS,"Keros Therapeutics Inc",45.51,0.77,+1.72%,44.87,45.84,44.45,580900,2024-08-23
KRRO,"Korro Bio Inc",45.09,0.9,+2.04%,44.32,46.98,43.28,73700,2024-08-23
KRT,"Karat Packaging Inc",26.33,1.12,+4.44%,25.26,26.33,25.15,59700,2024-08-23
KRUS,"Kura Sushi USA Inc Cl A",67.37,3.76,+5.91%,64.43,68.41,64.3,191400,2024-08-23
KRYS,"Krystal Biotech Inc",201.58,4.06,+2.06%,199.6,202.5,198.29,204500,2024-08-23
KTB,"Kontoor Brands Inc",73.62,2.32,+3.25%,71.95,73.7,71.86,368300,2024-08-23
KTOS,"Kratos Defns",22.77,1.12,+5.17%,21.76,22.99,21.76,1563800,2024-08-23
KURA,"Kura Oncology",20.18,0.44,+2.23%,19.89,20.37,19.65,517400,2024-08-23
KW,"Kennedy-Wilson Holdings Inc",10.99,0.49,+4.67%,10.58,11.025,10.51,904900,2024-08-23
KWR,"Quaker Chemical Corp",167.06,3.86,+2.37%,164.22,169.2,163.27,64600,2024-08-23
KYMR,"Kymera Therapeutics Inc",47.78,1.93,+4.21%,46.49,47.87,45.81,709800,2024-08-23
KYTX,"Kyverna Therapeutics Inc",8.09,0.14,+1.76%,7.98,8.78,7.8,421800,2024-08-23
LAB,"Standard Biotools Inc",2.14,0.19,+9.74%,1.97,2.17,1.95,2550600,2024-08-23
